nome,rating,genero,tipo,price_com_taxa,price_sem_taxa,taxa,estoque,imagem
The Guns of August,Two,History,Books,£14.54,£14.54,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/ca/23/ca23598be538026a7898232e8a1079d0.jpg
The Guernsey Literary and Potato Peel Pie Society,One,Historical Fiction,Books,£49.53,£49.53,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/98/e3/98e3925e5e6a66acf2cde918fc147205.jpg
The Goldfinch,Three,Default,Books,£43.58,£43.58,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/d3/af/d3afd585a95c0b8b59f73f2948cef8c8.jpg
The Giver (The Giver Quartet #1),One,Default,Books,£12.30,£12.30,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/fe/a1/fea18082a98781b8e87bdf99065f4887.jpg
The Girl with All the Gifts,Three,Horror,Books,£49.47,£49.47,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/9a/91/9a911066cb404976bcc25dbc8817432a.jpg
The Girl Who Played with Fire (Millennium Trilogy #2),Two,Default,Books,£22.14,£22.14,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/21/7f/217f8cd244c5dfbd2ed860695694f545.jpg
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),One,Add a comment,Books,£57.48,£57.48,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/fb/c5/fbc5ed73ca9452af655115c7bd006e83.jpg
The Exiled,Three,Mystery,Books,£43.45,£43.45,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/dd/29/dd29147b962e4480491cac5bce41e4e4.jpg
"The End of Faith: Religion, Terror, and the Future of Reason",Four,Add a comment,Books,£22.13,£22.13,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/69/97/69978f609f9c1cb470ce1aa0774cf9d1.jpg
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Four,Science,Books,£13.03,£13.03,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/5e/db/5edba3f8d50df6306bc5aa3f2516bd0c.jpg
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Five,Science,Books,£57.35,£57.35,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/47/cd/47cd27d1ae8935f974541829eea328f2.jpg
The Devil Wears Prada (The Devil Wears Prada #1),One,Womens Fiction,Books,£44.29,£44.29,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/21/ac/21acb843702d1448519cc8bf0d5da728.jpg
The Demon-Haunted World: Science as a Candle in the Dark,Four,Default,Books,£52.25,£52.25,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/f2/a1/f2a18461821c1842a4bc8041de6a8d40.jpg
The Day the Crayons Came Home (Crayons),Five,Childrens,Books,£26.33,£26.33,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/34/b2/34b2631bafd148bcd8dcd850a4b75971.jpg
The Da Vinci Code (Robert Langdon #2),Two,Fiction,Books,£22.96,£22.96,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/90/81/90810ccd85e7f49b9040246800a19b44.jpg
The Cuckoo's Calling (Cormoran Strike #1),One,Mystery,Books,£19.21,£19.21,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/72/ec/72ec24f082aba608ca37bc3aeaf57317.jpg
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),Four,Classics,Books,£26.78,£26.78,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/55/2d/552d55d44dcc0f27e98b3e7dc3959e1a.jpg
The Complete Poems,Five,Add a comment,Books,£41.32,£41.32,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/e5/cb/e5cb32b76ae2e45823f1d50446c9ae58.jpg
The Catcher in the Rye,One,Add a comment,Books,£24.55,£24.55,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/b4/54/b4540e3eb2e980d0c2b45c5c4432f28b.jpg
The Cat in the Hat (Beginner Books B-1),Two,Childrens,Books,£16.26,£16.26,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/3c/45/3c4578b3f58e5b4afea86f886b201fd8.jpg
The Case for Christ (Cases for Christianity),One,Add a comment,Books,£47.84,£47.84,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/fc/42/fc42d56ac8d3ee46bfea880d0cf46a5e.jpg
The Book Thief,Two,Default,Books,£53.49,£53.49,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/54/0b/540bd6b063db9cc37fcfa7d9d8a97c7d.jpg
The Book of Basketball: The NBA According to The Sports Guy,Five,Sports and Games,Books,£44.84,£44.84,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/73/bb/73bbe0a70806f8a732b9a7a7a343c5ec.jpg
The Blind Side: Evolution of a Game,Five,Add a comment,Books,£53.71,£53.71,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/a2/2a/a22a10fdc420dce290c7c85dde23f093.jpg
The Autobiography of Malcolm X,Two,Default,Books,£23.43,£23.43,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/d7/4d/d74ddd5fd851eb01a201e7de7f4d5832.jpg
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Three,Food and Drink,Books,£34.32,£34.32,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/ce/50/ce507dd8849b38d2c3eebb0e691c1aab.jpg
The Art of Fielding,One,Fiction,Books,£22.10,£22.10,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/8a/fe/8afee4ecfc952010bcb70f72e4728d16.jpg
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Two,Science,Books,£25.83,£25.83,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/a5/50/a550edf8668b36d52d37080a804944ab.jpg
Stiff: The Curious Lives of Human Cadavers,Three,Nonfiction,Books,£36.74,£36.74,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/00/01/0001685f344cae0e6921bc3f8256b54e.jpg
Spilled Milk: Based on a True Story,One,Nonfiction,Books,£49.51,£49.51,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/2e/a3/2ea30e892e0060412f854b31a4e72e47.jpg
Something Borrowed (Darcy & Rachel #1),Five,Womens Fiction,Books,£48.96,£48.96,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/82/ed/82ed95c8c6c3ee6171fe3b55d766a9ec.jpg
Something Blue (Darcy & Rachel #2),One,Womens Fiction,Books,£54.62,£54.62,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/29/26/2926c885f673e84d7fc46240b1f77eb2.jpg
Soldier (Talon #3),Two,Fantasy,Books,£24.72,£24.72,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/79/15/7915bf4c3d1a2f7fd39c4edff580e91f.jpg
Shopaholic & Baby (Shopaholic #5),Two,Default,Books,£46.45,£46.45,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/75/b1/75b1b239670c929c4e17b9a67ebb6272.jpg
Seven Days in the Art World,Two,Add a comment,Books,£52.33,£52.33,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/92/2f/922f6fcd3282a0da76cc14fc13ae2411.jpg
Seven Brief Lessons on Physics,Four,Science,Books,£30.60,£30.60,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/ae/f9/aef933758e39ba5e4327b2152478bb1a.jpg
Scarlet (The Lunar Chronicles #2),Four,Young Adult,Books,£14.57,£14.57,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/97/04/9704e3b9203e9b029134d0b86c17613b.jpg
Sarah's Key,One,Add a comment,Books,£46.29,£46.29,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/36/94/3694ded38770738af6a6959636124331.jpg
"Saga, Volume 3 (Saga (Collected Editions) #3)",Five,Sequential Art,Books,£21.57,£21.57,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/55/89/5589eb7a8127d04add1c4205186d91d4.jpg
Running with Scissors,Four,Autobiography,Books,£12.91,£12.91,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/4c/e1/4ce1ed40df359e001020e1ea55674381.jpg
Rogue Lawyer (Rogue Lawyer #1),Three,Add a comment,Books,£50.11,£50.11,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/2d/d0/2dd096d0fa0af96560c16aeffea83d4a.jpg
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Four,Nonfiction,Books,£41.67,£41.67,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/1c/41/1c41d9cb63d3627fc60a1f3ba42da963.jpg
Rework,Two,Business,Books,£44.88,£44.88,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/12/23/12233a9d0bf8187a988c27c6a54b3d31.jpg
Reservations for Two,Three,Romance,Books,£11.10,£11.10,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/7a/13/7a13d10c37d4b975145bfa493f69fbf0.jpg
Red: The True Story of Red Riding Hood,Three,Childrens,Books,£28.54,£28.54,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/9d/dd/9ddd21ce54bf11eb84bf6986decb9915.jpg
Ready Player One,Four,Science Fiction,Books,£19.07,£19.07,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/b9/af/b9afd75c09ff7bf82c9a158a34cb993d.jpg
Quiet: The Power of Introverts in a World That Can't Stop Talking,One,Default,Books,£43.55,£43.55,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/15/fd/15fd39b56579a9038ad1233ceb91951d.jpg
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),Three,Sequential Art,Books,£43.63,£43.63,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/1b/8b/1b8b733db667fc3a7bbca0d65fa078f1.jpg
Persepolis: The Story of a Childhood (Persepolis #1-2),One,Sequential Art,Books,£39.13,£39.13,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/9d/5f/9d5f4a231a2ee898ed76f603b3e40163.jpg
Packing for Mars: The Curious Science of Life in the Void,Two,Default,Books,£56.68,£56.68,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/f1/33/f13365561defe8ad6f80c26d2216633c.jpg
Outliers: The Story of Success,One,Nonfiction,Books,£14.16,£14.16,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/7c/7f/7c7f3a48d03cdbdd87c07482711b72f9.jpg
Original Fake,Three,Sequential Art,Books,£31.45,£31.45,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/39/99/3999845b6800427aad3d45041586a171.jpg
Orange Is the New Black,Two,Default,Books,£24.61,£24.61,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/c4/cf/c4cf1668dcb49c698e8cc2c6553b1237.jpg
One for the Money (Stephanie Plum #1),Two,Default,Books,£32.87,£32.87,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/3f/7a/3f7a775ec9fe618e122e3d3b4f91dc22.jpg
Notes from a Small Island (Notes From a Small Island #1),One,Nonfiction,Books,£40.17,£40.17,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/8f/40/8f40ba4f73d2c70e0ccc15d77dc3c220.jpg
Night (The Night Trilogy #1),One,Nonfiction,Books,£13.51,£13.51,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/b2/45/b245b0b715de260634e66a05a024cc52.jpg
Neither Here nor There: Travels in Europe,Three,Travel,Books,£38.95,£38.95,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/c9/9a/c99a7a05537cd842eb4db83d537e3a4d.jpg
Naked,Three,Humor,Books,£31.69,£31.69,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/80/2b/802b92421a7314b0a6afef8a9754cf5c.jpg
Morning Star (Red Rising #3),One,Default,Books,£29.40,£29.40,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/53/4b/534bffd5988b0ddf6b587de76fa63d9a.jpg
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",One,Nonfiction,Books,£57.83,£57.83,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/60/cd/60cda3c756f14ef6625b979cfeb230ea.jpg
Midnight Riot (Peter Grant/ Rivers of London - books #1),Two,Fantasy,Books,£55.46,£55.46,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/cd/65/cd65e4ee648ae23f6cdafb41e4948d6e.jpg
Me Talk Pretty One Day,Two,Autobiography,Books,£57.60,£57.60,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/61/b2/61b220c2079a45a7975a397c8849e00e.jpg
Manuscript Found in Accra,Two,Add a comment,Books,£34.98,£34.98,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/d9/54/d9540861f39f0b181b3fb13d57025f0c.jpg
Lust & Wonder,Two,Autobiography,Books,£11.87,£11.87,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/25/1c/251ce4355601534338a646f2b63be93a.jpg
Lila (Gilead #3),Three,Fiction,Books,£12.47,£12.47,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/9b/37/9b37bcfb1a44dabbef36f5bf899df4b0.jpg
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Two,Science Fiction,Books,£33.26,£33.26,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/54/ca/54cac05a3026d35e713133a1fe49f6c8.jpg
Life Without a Recipe,Five,Autobiography,Books,£59.04,£59.04,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/9e/4f/9e4fb935df3113056cc9bdee6cd09ea6.jpg
Life After Life,Two,Default,Books,£26.13,£26.13,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/60/4b/604b6a188b8ad3cfaeda67039399fcb6.jpg
Letter to a Christian Nation,One,Nonfiction,Books,£22.20,£22.20,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/88/21/8821ea9cd21326e41e095619b822a4a8.jpg
Let's Pretend This Never Happened: A Mostly True Memoir,One,Nonfiction,Books,£45.11,£45.11,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/f5/8a/f58a15a50b2d70a4a8fd4fa6485a7009.jpg
Legend (Legend #1),Four,Young Adult,Books,£43.69,£43.69,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/57/8f/578f1512a0f0a9d3c2ab9543f7b4506f.jpg
"Lean In: Women, Work, and the Will to Lead",One,Default,Books,£25.02,£25.02,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/c2/4f/c24fc1d77ec9dd6e0c863484041c482f.jpg
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Five,Humor,Books,£55.50,£55.50,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/c4/69/c469440eeffdd84ac3f4b09bd575c548.jpg
Lady Renegades (Rebel Belle #3),Five,Young Adult,Books,£53.04,£53.04,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/86/36/8636b9056ea6930c153cd1d5b4aed36a.jpg
Jurassic Park (Jurassic Park #1),One,Fiction,Books,£44.97,£44.97,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/26/9e/269e8962f39f359559a46cae86576128.jpg
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,One,Nonfiction,Books,£42.38,£42.38,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/27/f5/27f54466115767b767133ee034543cb5.jpg
Is Everyone Hanging Out Without Me? (And Other Concerns),Three,Default,Books,£20.11,£20.11,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/80/4f/804fbcee4a4afa6498badaa12709c049.jpg
Into the Wild,Five,Nonfiction,Books,£56.70,£56.70,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/de/c9/dec9168a8a3876b60feedb68aeb0225b.jpg
Inferno (Robert Langdon #4),Five,Fiction,Books,£41.00,£41.00,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/ec/15/ec15a39e6f193636635f20a7354b08f6.jpg
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Three,Nonfiction,Books,£28.85,£28.85,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/b5/a2/b5a295c15ac586c6daa84e6e20f47b06.jpg
If I Run (If I Run #1),Four,Christian Fiction,Books,£49.97,£49.97,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/54/17/54179d9af49616b1ef35a0bb23294b14.jpg
I've Got Your Number,One,Womens Fiction,Books,£19.69,£19.69,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/3d/40/3d407a69fe55223fb4cfec577a9a8ee2.jpg
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Two,Nonfiction,Books,£28.88,£28.88,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/69/07/69077c48327b2702f44adc035fcc1ce4.jpg
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Three,Food and Drink,Books,£33.14,£33.14,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/54/63/54630f76b730d2d00dc8d75921992af2.jpg
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",Two,History,Books,£43.70,£43.70,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/f5/b7/f5b783f6cfdfe30895d912f9e337bb22.jpg
House of Leaves,One,Horror,Books,£54.89,£54.89,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/20/c2/20c2ff61355569b4f84e2f847e37db25.jpg
Horrible Bear!,Two,Childrens,Books,£37.52,£37.52,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/9f/9c/9f9c8afb3befd7ab2629c76983445766.jpg
Holidays on Ice,Two,Humor,Books,£51.07,£51.07,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/57/4c/574cbab555bb7d21e50b20267383e45d.jpg
Heir to the Sky,Four,Fantasy,Books,£44.07,£44.07,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/36/39/36393f3294ab28afe4a2117fc987be75.jpg
Green Eggs and Ham (Beginner Books B-16),Four,Childrens,Books,£10.79,£10.79,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/38/91/38916e718a4a117d62cbb8e10c7443ff.jpg
"Grayson, Vol 3: Nemesis (Grayson #3)",One,Sequential Art,Books,£42.72,£42.72,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/a9/10/a9105d5dbdc6a339c21d6635b3dc1697.jpg
Gratitude,Five,Nonfiction,Books,£26.66,£26.66,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/56/73/5673fea5d08ad840ade774146ce07b28.jpg
Gone Girl,Five,Default,Books,£37.60,£37.60,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/73/21/7321b201d1c51a1c3b777a72c4bc0ea9.jpg
Golden (Heart of Dread #3),Four,Young Adult,Books,£42.21,£42.21,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/c2/8b/c28ba565e29fd6879ccf4738fbf06696.jpg
Girl in the Blue Coat,Two,Historical Fiction,Books,£46.83,£46.83,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/15/ea/15eaabd188af8916c4a37d135f7b8952.jpg
"Fruits Basket, Vol. 3 (Fruits Basket #3)",Two,Sequential Art,Books,£45.17,£45.17,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/85/d2/85d2821dbc2d274f516582449199015e.jpg
"Friday Night Lights: A Town, a Team, and a Dream",Three,Sports and Games,Books,£51.22,£51.22,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/89/e8/89e87f1e98993377949855563aa1f982.jpg
Fire Bound (Sea Haven/Sisters of the Heart #5),Four,Add a comment,Books,£21.28,£21.28,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/33/fb/33fba23401f34bd8cd5287f5ca640502.jpg
Fifty Shades Freed (Fifty Shades #3),Five,Adult Fiction,Books,£15.36,£15.36,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/f4/07/f407d3bbf457d35701dfe72ee9ef3b68.jpg
Fellside,One,Default,Books,£38.62,£38.62,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/cc/06/cc0645a0e77fc831377456199f9e0a94.jpg
Extreme Prey (Lucas Davenport #26),Three,Mystery,Books,£25.40,£25.40,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/0a/b2/0ab24d35793497f6a72137191b91659e.jpg
Eragon (The Inheritance Cycle #1),Three,Fantasy,Books,£43.87,£43.87,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/8e/5a/8e5a6639c7e2f9b59ff15f04a3b055e1.jpg
Eclipse (Twilight #3),One,Default,Books,£18.74,£18.74,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/cf/04/cf0433b690aab40a7ceddb682c90a54b.jpg
Dune (Dune #1),One,Science Fiction,Books,£54.86,£54.86,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/63/a9/63a9a4e0c8e3c6ee2075a766b873cd31.jpg
Dracula,Three,Default,Books,£52.62,£52.62,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/16/0e/160e4bca2350f51d5ec2fe4a0f88543a.jpg
Do Androids Dream of Electric Sheep? (Blade Runner #1),One,Science Fiction,Books,£51.48,£51.48,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/c7/a3/c7a3d04df9cbc857b149cd76d32e3030.jpg
Disrupted: My Misadventure in the Start-Up Bubble,Five,Nonfiction,Books,£15.28,£15.28,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/b7/2e/b72ee05aebe1a2563e30582a35bb5372.jpg
Dead Wake: The Last Crossing of the Lusitania,Five,Default,Books,£39.24,£39.24,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/18/6b/186b3ff364117b6771a99d18b944e801.jpg
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",One,Default,Books,£17.81,£17.81,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/e5/2a/e52aa0bc6f8fcf894ffbe132b68f903e.jpg
Darkfever (Fever #1),One,Fantasy,Books,£56.02,£56.02,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/f2/53/f253cb694eae2cc512e395f2d54eefd5.jpg
Dark Places,Five,Default,Books,£23.90,£23.90,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/48/77/48772730eb8ab688bcded3c230049e60.jpg
Crazy Rich Asians (Crazy Rich Asians #1),Five,Fiction,Books,£49.13,£49.13,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/05/37/053789bf4a9b520bf76fc9eea14e780e.jpg
Counting Thyme,One,Childrens,Books,£10.62,£10.62,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/1a/53/1a53aab1bf630cb7da16181d405987cc.jpg
Cosmos,Two,Add a comment,Books,£36.17,£36.17,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/e9/6e/e96eeedd915f4af106df0977404a0b8f.jpg
Civilization and Its Discontents,Two,Psychology,Books,£59.95,£59.95,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/5c/27/5c2728296f41f2f0fb52142e35f49570.jpg
Cinder (The Lunar Chronicles #1),One,Young Adult,Books,£26.09,£26.09,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/55/2d/552d4630bed694b33b042990e30722d3.jpg
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Two,Parenting,Books,£37.35,£37.35,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/3c/b9/3cb9c84d2a6a66f8bb6601d4f33deaa0.jpg
Career of Evil (Cormoran Strike #3),Two,Mystery,Books,£24.72,£24.72,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/40/f8/40f897ffbfda6e88e5763c157cfd0930.jpg
Breaking Dawn (Twilight #4),Five,Default,Books,£35.28,£35.28,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/7f/14/7f14ab5b29802231676c975915fdaa46.jpg
Brave Enough,Five,Nonfiction,Books,£51.32,£51.32,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/52/f5/52f5c0cb27e1f26b2639ff3f78acf833.jpg
Boy Meets Boy,Three,Young Adult,Books,£21.12,£21.12,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/86/3c/863c3b48499a99392aace127df8b43e5.jpg
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Two,Nonfiction,Books,£27.35,£27.35,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/3a/bd/3abdfc779aede13dbd2eefe34f91dbb1.jpg
Blink: The Power of Thinking Without Thinking,Five,Nonfiction,Books,£21.74,£21.74,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/41/be/41be12dcc78968882b11108acb79d1c7.jpg
Black Flags: The Rise of ISIS,One,Nonfiction,Books,£40.87,£40.87,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/54/a3/54a3916506dc5bd1a6ea2200a3d0b28f.jpg
"Black Butler, Vol. 1 (Black Butler #1)",One,Sequential Art,Books,£49.31,£49.31,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/86/bb/86bb13ef73474e6e96acea6e5ff44231.jpg
Big Little Lies,One,Fiction,Books,£22.11,£22.11,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/c5/3f/c53fd6a9300ac091351e3830273a4d42.jpg
Between Shades of Gray,Five,Historical Fiction,Books,£20.79,£20.79,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/df/45/df45004c7a4c3940946ad09f85805565.jpg
Best of My Love (Fool's Gold #20),Two,Romance,Books,£27.41,£27.41,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/c1/0a/c10a83087db24c35f88555f2b8511e9e.jpg
Beowulf,Two,Classics,Books,£38.35,£38.35,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/3d/8c/3d8cd7a42d3e57cb10e02f9ab76bd549.jpg
Beautiful Creatures (Caster Chronicles #1),Five,Default,Books,£21.55,£21.55,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/82/30/82301a313be5a9ef4cedce8c79a54669.jpg
Awkward,Two,Sequential Art,Books,£38.02,£38.02,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/71/82/718278fb0edaa50e1f1930cdd2048d87.jpg
Ash,Four,Fantasy,Books,£22.06,£22.06,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/20/ea/20ea16f618488e65f6abc5535fa77610.jpg
Are We There Yet?,Three,Childrens,Books,£10.66,£10.66,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/5d/c7/5dc7a906a9257824ae5aca5e33dfb0cd.jpg
Are We Smart Enough to Know How Smart Animals Are?,One,Nonfiction,Books,£56.58,£56.58,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/18/c1/18c1089811f55295b689bda892628fee.jpg
Annie on My Mind,Five,Young Adult,Books,£36.83,£36.83,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/78/2c/782c8d1e4ab324d978c5dadca02e8cd8.jpg
And Then There Were None,Two,Classics,Books,£35.01,£35.01,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/6f/b0/6fb0c3064656f888125ab577b6a01867.jpg
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Four,Nonfiction,Books,£30.48,£30.48,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/39/51/3951dc08d449aa692ce82eefb692254e.jpg
A Visit from the Goon Squad,Five,Default,Books,£14.08,£14.08,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/fb/b0/fbb08b1e3eb34d5401e815e40eab0df9.jpg
A Storm of Swords (A Song of Ice and Fire #3),Two,Fantasy,Books,£31.22,£31.22,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/0b/c8/0bc884c23d4204aec7bbf35d5e8849f6.jpg
A Heartbreaking Work of Staggering Genius,Five,Autobiography,Books,£54.29,£54.29,£0.00,In stock (3 available),https://books.toscrape.com//media/cache/47/f3/47f3d4f1e85773bf41ba64a036e37994.jpg
